,Unnamed: 0,genre,original_lyric,generated_lyric,model,PAV,SSV,MSV,cleaned_generated_lyrics
57,57,Rap,"I am a sinner who's probably gonna sin again
Lord forgive me, Lord forgive me
Things I don't understand
Sometimes I need to be alone
Bitch don't kill my vibe, bitch don't kill my vibe
I can feel your energy from two planets away
I got my drink, I got my music
I would share it but today I'm yelling
Bitch, don't kill my vibe; bitch, don't kill my vibe
Bitch, don't kill my vibe; bitch, don't kill my vibe

Look inside of my soul
And you can find gold and maybe get rich
Hol' up
Trinidad Jame$ in four weeks
But now my album platinum and shit, so what?
Y'all keep the numbers
I'm more than another statistic, my nigga
This courtesy of Compton (Courtesy of Compton)
Brooklyn go hard, motherfucker
Love me on the East like I'm Chuck D
Dominicans wish that I was born there
I'm lookin' to be the god MC
You look at my hat and see thorns there
I look at the game and see porn there
I'm fuckin' this industry hard
I'm bagging this money, tea-bagging your honey
You thought I was fresh out the yard
Don't cry to me dummy, you're a lightweight
They tell me you nice and I'm like ""wait""
Go get me a knife, you're looking like steak
And when the stakes are high, I stake out for days
And when the water reside, you're Bobby Boucher
But we ain't thirsty nigga, never alert me, nigga
I got a P89 in a suitcase
I know you heard me, nigga, this is a burpee, nigga
Lyrical exercise, right now, homie, I'm in the extra vibe
Pipe down, on the curb, when you heard that I got these words
To the upper echelon, that's excellent (That's excellent)

I am a sinner who's probably gonna sin again
Lord forgive me, Lord forgive me
Things I don't understand
Sometimes I need to be alone
Bitch don't kill my vibe, bitch don't kill my vibe
I can feel your energy from two planets away
I got my drink, I got my music
I would share it but today I'm yelling
Bitch, don't kill my vibe; bitch, don't kill my vibe
Bitch, don't kill my vibe; bitch, don't kill my vibe

Up in the clouds, me and my spouse
Rumors on the ground gettin' too loud
Please turn them shits down, can't hear myself think
Turbulence, shit, almost spilled my drink
In the White House with a mink
Running through that bitch like it's my house
All up in the hall like a mall
Told you motherfuckers, all I do is ball
No, I don't 'member you, I don't intend to
Empty my memory bank
It's a million dollars in it, baby, Hilary Swank
Sittin' next to Hillary smellin' like dank
Presidential pardon, name one nigga out there harder than him
I'll wait
I've been in my wave like 20 years straight
I've been on my vibe like 20 years straight
Don't fuck up my high, fuck up my high
Nights like this, I could fuck up a pie
An still be straight (still be straight)
Fall back, bitch, I got a lot on my plate
Don't waste my breath
I don't know how many moons a nigga got left
Back to this joint, smokin' this shit like I'm tryna' prove a point
I'm the highest, the highest title, numero uno
Kill my vibe, that's your motherfuckin' funeral

Between you and me, turn eulogy to urinals, niggas pissed off
I ministered this generation by far
Leader of the new school
On my toes like a ballerina, who knew I'd be Black Swan?
World in my palms, ironically
I am the Globetrotters' best 'cause I didn't drop the ball
Told niggas when I was 16
That I'd write a 16 to put a nigga right on the big screen
In the paddy wagon with six teens
Should have been in the pen
But now my pen write with morphine
I heal niggas, touch down with more fiends
I kill niggas, audio crack, khakis to meal ticket
Cardio lap, was running for dear life
But now I'm running the map, bitch, I'm here nigga
Picture lil' ole me giving a fuck for what a fuck nigga gotta say
Nigga, you never be Jay, never be Nas, never be Snoop nor Dre
You ain't get killed in Vegas or in a Suburban
Nigga, Puff Daddy wasn't your favorite
So many washed up with detergent
But I don't dry tears, I just aim at them on purpose
Like blah, Mini-14 like blah
Empty out another magazine like blah
Let a young nigga get by (Doot!)
I kill 'em all when they try to kill my vibe (Doot! Doot!)
I am the bad, the good God, the last the hood got
The last that would try to pass a good job
If Shawn's a black Beatle then I need a 10 second drum solo
Bitch see you at Woodstock, ah!","i am a sinner whos probably gonna sin again lord forgive me, lord forgive me things they need naught on my soul nigger lord, nigga try to eat you, your big shot, you ain't just done, look up, I been in the dark, maybe I should put you in the dust nigga, just try to forgive me lord, nigga try to eat you, your big shot, you ain't just done, look up, I been in the dark, maybe I should put you in the dust nigga, just try to forgive me, nigga<|endoftext|>",gpt2,0.0,0.0,0.0,"i am a sinner whos probably gonna sin again lord forgive me, lord forgive me things they need naught on my soul nigger lord, nigga try to eat you, your big shot, you aint just done, look up, i been in the dark, maybe i should put you in the dust nigga, just try to forgive me lord, nigga try to eat you, your big shot, you aint just done, look up, i been in the dark, maybe i should put you in the dust nigga, just try to forgive me, nigga"
58,58,Rap,"Welcome to the culdesac, this is where the street ends
I am just a rapper, I ain't got the time for speakin'
Nigga stay weak like tornado and a tree branch
I never have a weak day, my life's a long weekend
Fuckin' with ya raw, bitch, my mouth should get tested
Sleepin' on a nigga, hope you feel well rested
Gambino stay on, can't nobody pull the cord out
A nigga fucked up, like a hang gliding whore house
Sick boy, yeah, the clique on deck
Yes, I rap absurd, got the game upset
And they rap about the jewelry, the weed they smoke
And I rap about my life, and niggas think it's a joke, nah
I only put real on a nigga
Bitches see the money, try and steal on a nigga
Yes, I'm on fire, you can feel it on a nigga
Step away from the heat; they Shaquillin' on a nigga
Treat niggas like pussy, go hard on 'em
Watch the swagga get swiped like a card, bottom
The swag's unique, I don't even worry 'bout 'em
I got the tortoise shell frames and the argyle
You wouldn't think from the things I'm fashionin'
I'd get more bush than Kim Kardashian
Drop hot shit, yeah, my mouth's a laxative
Born to be the greatest, this is not by accident

Hey player, what's good?
(Let me dope you!)
Hey hater, what's hood?
(Let me dope you!)
I'm on fire like wood
(Let me dope you!)
And you don't wanna fuck with dude
(Let me dope you!)

Don't start no shit, there won't be no shit
Don't start no shit, there won't be no shit
Don't start no shit, there won't be no shit
Don't start no shit, there won't be no shit

I'm a genius, I ain't gotta fake shit
My cup runeth over, you can take sips
I'm in a spa, white robe like a racist
Niggas can't see me, I will pay for your LASIK
Buck what ya heard, bitch, I'm flyer than you ever seen
My wallet make paper, call it Evergreen
Ashy to classy, finally got some Vaseline
Live inside a sauna 'cause I always got my self-esteem
Name in your mouth, and it seems as though I struck a nerve
I never fit in like my penis in these tiny girls
I figured I was different from these other guys
When I wrote for 30 Rock, I was under 25
These other rappers wanna fade into the background
I'ma stand out when these niggas done sat down
I always pack heat, yeah, my mouth need a pat down
Money, girls, clothes, I don't worry about that now

Hey player, what's good?
(Let me dope you!)
Hey hater, what's hood?
(Let me dope you!)
I'm on fire like wood
(Let me dope you!)
And you don't wanna fuck with dude
(Let me dope you!)

Don't start no shit, there won't be no shit
Don't start no shit, there won't be no shit
Don't start no shit, there won't be no shit
Don't start no shit, there won't be no shit","welcome to the culdesac, this is where the street ends i am just a rapper, i do what i want and the streets begin at me""


5 pm - 1 pm - Some city mouses I go to, feel like I'm in the news to you, so you know I did what I wanted, its you thats why you do whatever it takes to make the next batch thats when you fall in love with me everytime""


9 pm - 10 pm - Some shit shows up at a place called ""The Last Brak"" thats the nickname for the Last Bra<|endoftext|>",gpt2,0.0,1.0,0.5812905498335619,"welcome to the culdesac, this is where the street ends i am just a rapper, i do what i want and the streets begin at me


5 pm  1 pm  some city mouses i go to, feel like im in the news to you, so you know i did what i wanted, its you thats why you do whatever it takes to make the next batch thats when you fall in love with me everytime


9 pm  10 pm  some shit shows up at a place called the last brak thats the nickname for the last bra"
59,59,Rap,"Worked so hard, forgot to vacation, yeah
They ain't never had the dedication, yeah
People said we changed and look, we made it
Metro Boomin want some more nigga

My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothin'
Now they always say, ""congratulations"" (uh)
Worked so hard, forgot how to vacation (uh-huh)
They ain't never had the dedication (uh)
People hatin', say we changed and look, we made it (uh)
Yeah, we made it (uh)

We been jumpin' out a foreign, yeah
Hoppin' in somethin' foreign, yeah
They was comin', laughin'
Now we number one in Paris, yeah (number one, number one)
Wake up every mornin' and I can touch the sky
I know they gon' hate, but they don't know 'bout who we are
I catch a body on anything
Came from the bottom, they envy me
I'm drippin' sauce tremendously
Promise, never give 'em sympathy
I told my momma the money comin' fast, fast, fast
In this industry
The ones who used to envy me
I'm turnin' up on 'em instantly, yeah

My momma called, seen you on TV, son
Said shit done changed ever since we was young
I dreamed it all for my city
Puttin' on, they say I will always sell drugs
But now they say, ""congratulations""
Worked so hard, forgot how to vacation (uh-huh)
They ain't never had the dedication (uh)
People hatin', say we changed and look, we made it (uh)
Yeah, we made it (uh)

They was never friendly, yeah
Now I'm jumpin' out the Bentley, yeah
And I know I sound dramatic, yeah
But I know I had to have it, yeah
For the money, I'm a savage, yeah
I be itchin' like a addict, yeah
I'm surrounded, twenty bad bitches, yuh
But they didn't know me last year, yuh
Everyone wanna act like they important (yeah)
But all that mean nothin' when I saw my dough, yuh (yeah)
Everyone countin' on me, dropped the ball, yuh (yeah)
Everything custom like I'm at the border, yah, yah
If you fuck with winnin', put your lighters to the sky
How could I make sense when I got millions on my mind?
Comin' with that bullshit, I just put it to the side
Ballin' since a baby, they could see it in my eyes

My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say, ""congratulations"" (congratulations)
Worked so hard, forgot how to vacation (ooh)
They ain't never had the dedication
People hatin', say we changed and look we made it (uh)
Yeah, we made it (uh, yah)

I was patient (yah, uh)
I was patient (ayy, uh)
Now I can scream that we made it (we made it!)
Now everyone, everywhere I go, they say, ""congratulations"" (uh)
Young nigga, young nigga, graduation (yah)
I pick up the rock and I ball, baby (ball)
I'm looking for someone to call, baby (brr)
But right now, I got a situation (ayy)
Never old Ben-Ben Franklins (cashes)
Big rings—ooh—, champagne (champagne)
My life is like a ball game (ball game)
But instead, I'm in the trap though (trap though)
Pot so big, call it Super Bowl (Super Bowl)
Super Bowl, call the hoes (brr)
Get in the Rolls (skrrr)
Top-floor lifestyle (top)
Huncho and Post—yah, ayy—Malone (ayy)
I gotta play on my phone (aye)
You know what I'm on (ayy)
Huncho Houdini is gone (ayy)

My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all for my city, puttin' on (I dreamed)
They said I wouldn't be nothin'
Now they always say, ""congratulations"" (uh)
Worked so hard, I need my medication (uh-huh, ooh)
All it took was dedication (ayy)
Driving foreigns with no registration, oh we made it (ayy)

Rich Mix!
I dreamed it all
If Young Metro don't trust you, I'm gon' shoot you","worked so hard, forgot to vacation, yeah they aint never had the dedication, yeah people said things like that"" JoeWright1215@gmail.com

Jill is in Bodega on Tuesday night, so I bet we get to call on Monday morning.<|endoftext|><|endoftext|>",gpt2,0.4,1.0,0.7877271780813963,"worked so hard, forgot to vacation, yeah they aint never had the dedication, yeah people said things like that joewright1215@gmail.com

jill is in bodega on tuesday night, so i bet we get to call on monday morning."
60,60,Rap,"I come here today to talk about how I feel
And I feel like that we are treated differently than other people
And I don't like how we’re treated
Just because of our color doesn't mean anything to me

This just the way I feel
Mind's been racing so long, yeah
It’s just no way to deal
With these problems alone

And I really can't take it no more
I've been fighting temptations, my Lord
I'm young and I'm restless
(And I really can't help it)
I never felt selfish before
I've been living so reckless, I know
Tell me Lord, can you help me?
(I said Lord, can you help me?)

Now everybody got problems, yeah
But wouldn't know what way to solve ’em
I really came up from the bottom
Strugglin’, my momma on her last dollar
Hustlin' and I’ve been puttin' in these hours
The government been tryna take away what's ours
It's really all about the money and the power
I just wanna see my people empowered
Uh, uh, tell me how we gon’ shape this vision
Complainin' all day, but in the same condition
If you wanna make change, it's gon' take commitment
Some people enslaved by they religion
Can't emancipate them from the mental prisons
What I seen through optics transform to wisdom
Watch me use my prophets, get 'em all to listen
I've been on a mission, ah

And I really can't take it no more
I've been fighting temptations, my Lord
I'm making them restless
(And I really can't help it)
I never felt selfish before
I've been living so reckless, I know
Tell me Lord, can you help me?
(I said Lord, can you help me?)

Now everybody got vices, yeah
But wouldn't know what good advice is
Until they leave 'em lifeless
Another mama cryin', it's another crisis
Lord knows we just tryna live righteous
Are you willin' just to make the sacrifices?
I know we can't continue livin' like this
And I'll never sell my soul 'cause that's priceless, uh, uh
Tell me how we gon' make a livin'
Hustle on the block, who gon' save the children?
Man it's all a plot and I'm just revealin'
The media just tryna make a villain
I just take the pain and a paint a picture
Voices in my head, I hear the whispers
When I feel this way, inhale the swisher
Or I sip the liquor, ah

And I really can't take it no more
I've been fighting temptations, my Lord
I'm making them restless
(And I really can't help it)
I never felt selfish before
I've been living so reckless, I know
Tell me Lord, can you help me?
(I said Lord, can you help me?)

This just the way I feel
Mind's been racing so long, yeah
It's just no way to deal
With these problems alone

And I really can't take it no more
I've been fighting temptations, my Lord
I'm making them restless
(I said, Lord can you help me?)
I never felt selfish before
I've been living so reckless, I know
Tell me Lord, can you help me?
(I said Lord, can you help me?)

Do not stop
We are black people and we shouldn't have to feel like this
We shouldn't have to protest because you are treating us wrong
We do this because we need to and we have rights","i come here today to talk about how i feel and i feel like that we all love to be associated with an outfit that looks fabulous from start to finish, and it all started with...<|endoftext|><|endoftext|>",gpt2,0.0,0.0,0.0,"i come here today to talk about how i feel and i feel like that we all love to be associated with an outfit that looks fabulous from start to finish, and it all started with..."
61,61,Rap,"Lyrics from Snippet

(?)
Fold that doll like Vick, my bed rock like pick
Pop (?) in my sock, can't hold my Glock, we don't really like that shit
Young turnt nigga, can't wife no bitch
Excuse my French don't like no bitch
Limo all tinted, all (?) my curtain , yea I had to hurt
My bitch bought a bag I ain't mad at her, yea that's us
Two-tone AP yea I bust
Got da' head from her I ain't even wanna fuck, why ?
Slut , bye !
Nun' on me from the section, everything revive
Pussy nigga told on road shit to God
No he ain't kill him dog, he ain't even try
Still (?) my shit from the hood
Take who chain ?
Na bitch not good
Prob' in some fast, shoot a Glock in the hood
(?) take a smell of wock and a wood
First turn nigga from the hood they cursed
(?) my jewelry

I get the numbers, with numbers (?)
I got yo B ima put on Amiri's
First young nigga (?) AT
14 mill, shawty 14 grams
Dope boy, geekers and diamonds and (?)
That boy he is not one of them

I kept taking L's , finally got me a M
Still making double, im tall where I stand
Ass fat, titties too thought I'm 18
Gotta be come 20 if you riding in the Benz
Young turnt niggas from the D to the A
You rocking with the lames, im rocking with the brave
Yea yea yea, we paid (x2)

I'ma turn it up a lil' more this time
Used to dream about gettin' it, I got it on drive
I had a spot like a varsity, what did ya have by 20?
I fuck with (?)
I put on drip , I believe I could I fly niggas
Know that im rich, but I still got the strap
I had a show in Detroit, and I start to revert
(?) 50 (?)
All of these hoes and these stores make a mission and plus (?)
Get in your car and just put on your flashes, and follow the hearse because you said you gon' ride
'Cause somebody gon' die if they fuck with us
Turn a 5 to a (?), thats a double up
Fuck around like a church in my double cup, this shit to heaven im praying I give it up
Tiger stay with a wood make him give it up
Know I ran thru a mill' every week ,oppa weak
Bro (?) can get me some street ,got it back in the pick-up I won't even leave
A nigga fuck around and (?) Dt","lyrics from snippet? fold that doll like vick, my bed rock like pick pop? (Am I dead?) guess they need to be some drug-sucking Or a narcotics bust? Fuck, fuck, fuck, fuck! I be here to sing about how 'talented' you are, how sweet you are, how I like to sing about how bright your dog is, how sincere you are, how sweet you are, how earnest you are, how humble you are, how real you are, how righteous you are, how pious you are, how proper you are, how<|endoftext|>",gpt2,0.0,0.0,0.0,"lyrics from snippet? fold that doll like vick, my bed rock like pick pop? am i dead? guess they need to be some drugsucking or a narcotics bust? fuck, fuck, fuck, fuck! i be here to sing about how talented you are, how sweet you are, how i like to sing about how bright your dog is, how sincere you are, how sweet you are, how earnest you are, how humble you are, how real you are, how righteous you are, how pious you are, how proper you are, how"
62,62,Rap,"Yuh, yuh, yuh, aye
Yuh, yuh, yuh
And I'm, and I'm, and I'm drippin' out the sauce still, woo
Yuh, aye, yuh, woo

Aye, I'm a money making motherfucker
I never trust her, I just fuck her, pass her to my brother
You know these hoes ain't loyal, why you always tryna cuff 'em?
And niggas bluffin' no discussion Taydo get to bustin'
Okay gang in this bitch they will get involved
And I just think about this shit and how it all evolved
You know I gotta keep it real and let the fake dissolve
And I ain't worried 'bout these hoes you can have 'em all

Okay I had to get my bands up, her hands up, shawty go on and pull your pants up, and stand up
I can give it to you late night, late night
Swim all in you like a great white she tastes right
Oh my god shawty a nudist that booty stupid
Broke her heart like I'm cupid, I've been a nuisance
I'm like Freddy with the Krueger, shine like a jeweler
I want ice on my Medusa, flex on you losers
They like how you so persistent? I'm born to get it
I'm like Jordy on my Pippins please don't forget it
All these niggas be my children I feel like Nikki
She get high off the sticky white bitch named Vicky

I see how I came up, yuh, they didn't think I was for real
I'm just tryna stack a mill I need a house up on the hills
Oh my god, long days, people said I wouldn't make it
Now I'm smokin' on Jamaican, eyes low like I am asian
Oh yeah, they don't understand I had to paint the vision
Momma told me I was trippin', now she see I wasn't kiddin'
I got people sayin' sorry honestly I'm not forgiving
Honestly I've been a great repeat that shit in every sentence

I got bitches down to fuck me yeah they ready to go
I got people on my dick because I'm destined to blow
Can't forget when I was down that's why I sip purple rain
Niggas say I switched up, I think I needed a change
And I'm coming for revenge like I'm OVO
Coast to coast smokin' dope with exotic hoes
And I'm only 17 but I'm still the man
Don't fear man, get your bans, you don't need a friend
And yeah I'm tryna go to Texas just to vibe off the energy
Built a lotta enemies I guess it wasn't meant to be
Back on my grimy shit, she just want a wedding ring
I'm the type to lay low then pop out make the fucking scene, nigga","yuh, yuh, yuh, aye yuh, yuh, yuh and im, and im, and im drippin out the whole of his heart, and they touch the jewels, they walk through the world, They, I, I, they lay eyes upon me, and I say, ""I love you"" They, I, I, they touch the jewels, they walk through the world, They, I, I, they lay eyes upon me, and I say, ""I love you"" They, I, I, they touch the jewels, they walk through the world, They, I, I, they<|endoftext|>",gpt2,0.0,0.0,0.0,"yuh, yuh, yuh, aye yuh, yuh, yuh and im, and im, and im drippin out the whole of his heart, and they touch the jewels, they walk through the world, they, i, i, they lay eyes upon me, and i say, i love you they, i, i, they touch the jewels, they walk through the world, they, i, i, they lay eyes upon me, and i say, i love you they, i, i, they touch the jewels, they walk through the world, they, i, i, they"
63,63,Rap,"Cmon
Dance with me baby girl x2
Cmon
Dance with me baby girl x2

Man I was dancing, prancing, laughing, bouncing, swinging
Moving, grooving, cause the music's booming
Macking, tryna get some action, packing, acting
Manish, drinking, tweaking, winking, peeping
Seeking a freak for the evening, really feeling way too horny
Reaking from the weed I'm token, choking, smoking, real doping, hoping
My nights wide open, knowing that my girl's at home
Snoring, boring, ignoring, warning that my girl was coming
Sudden mood interruption, busted my girl in the club

Ring the alarm (oh oh)
Your woman has just been sighted (uh)
Ring the alarm
How'd she get in if she wasn't invited? (I dunno)
Ring the alarm
She's headed this way like lighting (yeah)
Ring the alarm
I'm not tryna be ducking and diving (cmon)
Ring the alarm

Headed, top speed for the exit
Damnit don piece can't grab it
A habit like chasing my cabbage
Magic, time to disappear fast with
This chick, who I slept last week with
Real trick, I like her cause she real slick
Let's dip, I don't care who you came with
No lip, got no time for some bullshit
She went, that she all in the backpen
Time spent, now it's time to hit the pavement
Two sense, got no time for your comments
Don't trip, do you know where my girl went?

Ring the alarm (oh oh)
Your woman has just been sighted (uh)
Ring the alarm
How'd she get in if she wasn't invited? (I dunno)
Ring the alarm
She's headed this way like lighting (yeah)
Ring the alarm
I'm not tryna be ducking and diving (cmon)
Ring the alarm

Listen, I'm in the club, nowhere I ain't even supposed to be
Drinking with a girl all close to me
I'm all up in the air, telling her some superfly shit she need to hear
Thinking can't nobody see us cause we in the rear
All I'm tryna do is get a number then I'm up out of here
Cause my girl ain't home, she out with a friend
Ita be just my luck this the spot they in
Not the place for her to spot me in
You know especially when I'm supposed to be at the studio
I take one step, what do I see my girl coming through the door but she don't see me
Now I'm ducking, now I'm dodging, hiding, praying to god that she don't come find me
What was I thinking of, I should have never parked my car in front of the club damn!

Ring the alarm (oh oh)
Your woman has just been sighted (uh)
Ring the alarm
How'd she get in if she wasn't invited? (I dunno)
Ring the alarm
She's headed this way like lighting (yeah)
Ring the alarm
I'm not tryna be ducking and diving (cmon)
Ring the alarm
(ambulance siring)",cmon dance with me baby girl x2 cmon dance with me baby girl x2 man i was looking for some good fave girl x2 who is this (insert name) think im dawg...<|endoftext|><|endoftext|>,gpt2,0.0,0.0,0.0,cmon dance with me baby girl x2 cmon dance with me baby girl x2 man i was looking for some good fave girl x2 who is this insert name think im dawg...
64,64,Rap,"CashMoneyAP

You’ll never make me lose
So why you bragging on me?
Your ways was cruel, I was fooled
I was too blind for to see
My I.D. cover the news
Seems only trouble I keep
You was the one I would choose
Choose for to be there for me
Can't tell me not to do this because I do what I want
We came up out the street
Straight from the block selling raw
She said, she never will leave
Soon as she left it was hard
I wanted her here with me
She left me out with my boys
But I say, ""That’s okay""
Protect my heart with that rod
I’m running far out your reach
I mean as far as the stars
Might have to cancel my cards
Don't come out after dark
I see she won't leave me ‘lone
She sliced the tires on my car

Dirty Iyanna, oh
Dirty Iyanna, oh
Dirty Iyanna, no
Dirty Iyanna

Forever we get it, I'm sick of these bitches, they flow in my head, ah
We be chasing the riches, however you want it
Aim straight for the head, ah
And she know that I love her, she want me to cuff her
I think she’ll hurt me, I never will let her
I'm sending condolences inside of a letter
Still trappin' like Griselda
No, it ain't safe in these streets, all alone, ah
No, we don't play, keep that heat, we take his soul, ah
Even though when I’m wrong, I ain't never gon' lie
If I feel that I owe you, I'm gon' make it right
I'll be thuggin' and keepin' my head to the sky
Double back on a lap by myself and I cry
In the bed while I'm dreaming behind you I die
Before that can happen, I let off that fire
Trappin' and rappin', we shoot to the top
After I'm asking ""Can we have a child?""
After heartbreak, I’ll cut off relations
But I be thinkin' 'bout you on the daily
Tell my niggas what up and they said that I'm crazy
Remember wit' you all them hoes, they hatin'

Dirty Iyanna, oh
Dirty Iyanna, oh
Dirty Iyanna, no
Dirty Iyanna, Dirty Iyanna
(Iyanna, Iyanna)
Dirty Iyanna","cashmoneyap you’ll never make me lose so why you bragging on me? your ways was cruel, you’ll make me die a prisoner for you’ - Imma kill you, cause your grudge, man, cause my grudge ’’ I’na kill you, man, cause my grudge ’, cause my grudge’, cause my grudge’ I’na kill you, man, cause my grudge ’, cause my grudge’, cause my grudge ’ You’ve been<|endoftext|>",gpt2,0.0,0.0,0.0,"cashmoneyap you’ll never make me lose so why you bragging on me? your ways was cruel, you’ll make me die a prisoner for you’  imma kill you, cause your grudge, man, cause my grudge ’’ i’na kill you, man, cause my grudge ’, cause my grudge’, cause my grudge’ i’na kill you, man, cause my grudge ’, cause my grudge’, cause my grudge ’ you’ve been"
65,65,Rap,"Yeah
Fuck off
Bitch, shut up!

Tempo changed, trapped in the rain
Slide on my sidekick, rustin' away
I been feeling lost in the dirt, I stray
Running from the man with the blade, I say
Look in the mirror, does it feel any better?
Magazine covers see my mama had better
Treatments cease and it don't fuckin' matter
Big foot, big foot stomp, damn, bones shatter
Feeling like Vader, wrist dimensions
Skinny white bitches always geeked in my mansion
Push your fucking mouth on the curb, shove him in it
Bitch tryna have me suicidal, Sean Kingston
NASCAR cap put a strap to his back
Brass knuckles on my hand so I can't call back
Feeling like ming, billionaire boy brat
Fuck a gun, grab a blade and your throat cut back

Captain Morgan, bitch, I'm gorgeous (Okay, okay okay)
Fish scale, bitch, I got bail (Yeah, yeah, okay)
Captain Morgan, bitch, I'm gorgeous (Okay)
Fish scale, bitch, I got bail (Yeah, okay okay)
Bitch, I got bail, yuh (Okay)
Bitch, I got bail (Okay, Okay)
Bitch, I got bail, yuh (Okay, Okay)
Bitch, I got bail (Okay)
Bitch, I got bail, yuh (Okay)
Bitch, I got bail (Yeah)
Yeah, okay, o—","yeah fuck off bitch, shut up! tempo changed, trapped in the rain slide on my sidekick, and a clip got me screaming, gotta pull down, pull down, push the shit off of my hip, yeah, geez boy. And another clip got me screaming, got me yelling, got me yelling, got me yelling, got me yelling, got me screaming, got me yelling, got me yelling, got me yelling, got me screaming, got me yelling, got me yelling, got me screaming, got me yelling, got me yelling, got me yelling, got me yelling, got<|endoftext|>",gpt2,0.0,0.0,0.0,"yeah fuck off bitch, shut up! tempo changed, trapped in the rain slide on my sidekick, and a clip got me screaming, gotta pull down, pull down, push the shit off of my hip, yeah, geez boy. and another clip got me screaming, got me yelling, got me yelling, got me yelling, got me yelling, got me screaming, got me yelling, got me yelling, got me yelling, got me screaming, got me yelling, got me yelling, got me screaming, got me yelling, got me yelling, got me yelling, got me yelling, got"
66,66,Rap,"Attendant: ""That takes a fourteen shot clip
You expecting an army?""
Serpico: ""No....just the division""

""Yeah, once again, (that's right)
We about to attack this
(Harlem Inc, Murder Inc) Yeah
(Nicky Bond)
Jimmy Cagney type shit, Nicky Santoro
All my little short niggas
Joe Pesci and all that shit like this yo""

Filling out the cards to your eulogy
Murder that ass, send my regards to your family, fuck it
That's what niggas get for fuckin with this maniac depressive nigga
With aggression, Smith and Wesson, in his possession
Harlem got me like that, too many grimy, slimy niggas on the take
For short cake, we won't hesistate
I miss inhabitants who politic in residence for presidents
Across 110th, to 55th
My covenant is protected, I'm doministic
Survival principles my ethics, eastern philosophy's my method
Good samaritans need paremedics, so what's your premise
I hope you fuckin with Glocks and fo' fifths
Wrath's Napoleon, so teach your origin, slash wrists
Shatter chins, and bust clips
Check it, ""here is something you can't understand""
Steel Magnolia

I got the steel magnum, braggin, leavin my toe tagged
As I get raggamuffin, no bluffin, the body bagged
Breaks all your bad habits, bad blood fanatics
Clean up the magic, chrome startin up static
Greed means that you die quick, click the vision
Greed lies anmbition, five slugs for the mission
Seven cause you go to the heaven or hell and dwell
To meet your maker, but you met the shotgun shell
Buckshots sting like bees, I smoke trees
On the hilltops, clubshops and chilling overseas
Take in the breeze, Mr. Freeze squeeze the trigger
Killa G's got you week in the knees, to take it ea-sy!

Steel Magnolia
Magnificent guns bust when 'Uzi Weighs a Ton'
And yo' Glock spits, consecutive rounds shot from clips
Spells murder, sound synonymous to burner
Leave niggas ass up, gaspin for air, front seats of truck
So who the fuck want me to press on they luck, bastard they son
When gats start to hum and whole crowds begin to run
Annihilation, destroyin all expectations
Have relatives embrace your Harlem hopital, we all patient
5 foot 6, concealed steel, pop more grip
With fixed sights that drifted to right, triggers light
So relinquish son, I'm to the finish, and you acknowledge
Couldn't pop a clutch or light a skyrocket, nigga stop it!
Steel Magnolia

Steel Magnolia, bury ya, six niggas carry ya
To your final rest area
What you worried though, you ain't above that with a slug
And your chest beats, blowin out your back, take it easy
To your eulogy, open heart surgery
Emergency, 911, come in a hurry
From the Hills to the Polo realms, stackin the bills
I put you under my lo-lo, hit my switch, then kill
A bitch nigga steppin on my toes, fuck foes and hoes
Get stuck in the ass like Pete Rose
I suppose you wanna get wild and throw blows, you chose
To get you nose your broke, in a thick cloud of smoke
You're like a fat joint, I'm takin a toke, I'm like coke
But you ain't smilin, feelin erratic, a fuckin addict
To the dope shit, you better hope the shit stop
Smooth, holdin the Glock, rockin the hot shit

Steel Magnolia
Steel Magnolia
Steel Magnolia
Steel Magnolia","attendant ""that takes a fourteen shot clip you expecting an army?"" serpico ""no....just the division"" ""yeah, so I gotta go"" on the fly ""that was a smart move""
looks like a really mean trooper too...
awh ha, yeah"" yeah, even though we went through a flashback, maybe it was just me, that's all"" yeah ""even though they try to kill me"" yeah ""the body comes up to the ground"" yeah ""fuck"" Yeah, that was really loud"" yeah
get it?
yeah, yeah, yeah, yeah, yeah, yeah<|endoftext|>",gpt2,0.24979405747466815,0.8983301252508674,0.45686410314700865,"attendant that takes a fourteen shot clip you expecting an army? serpico no....just the division yeah, so i gotta go on the fly that was a smart move
looks like a really mean trooper too...
awh ha, yeah yeah, even though we went through a flashback, maybe it was just me, thats all yeah even though they try to kill me yeah the body comes up to the ground yeah fuck yeah, that was really loud yeah
get it?
yeah, yeah, yeah, yeah, yeah, yeah"
