,Metal,PAV,SSV,MSV
10,"(roy khan) 
 one of a kind they say 
 ""they've"" never seen before 
 investigate the have the me 
 
 
 
 
 And I don't know 
 
 
 
 
 
 
 It's Zach. 
 
 
 
 - Freaking 
 - Kirk. 
 
 
 
 - 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk 
 - Kirk. 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 - Kirk. 
 - Kirk ? 
 - Yeah. 
 
 
 
 
 - This",0.0,1.0,0.5214604254473912
11,"in a league of his own 
 a villain with no morals 
 above the law 
 
 
 
 
 And I totally the 
 and various 
 
 
 
 And I totally was 
 would I would 
 
 
 
 
 And I totally some 
 
 
 
 - Right. 
 
 
 
 - Kirk. 
 - Kirk. 
 
 
 - 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 - Kirk. 
",0.0,1.0,0.5167197535966139
12,"you make me mute 
 hiding the truth 
 revealing a farce 
 created by your 
 
 
 You know the ain't worth 
 You know what got to to 
 
 
 
 I don't know 
 I don't know 
 
 
 
 
 You know, I mean, I mean, 
 that you 
 
 
 
 
 I mean, and meditate 
 
 
 
 
 Don't you the 
 
 
 
 
 Whether 
 
 
 
 I mean, what I was it regular. 
 
 
 
 I mean, I am 
 I mean, I get 
 
 
 
 I mean, I am 
 
 
 
 
",0.0,1.0,0.5227663071712184
13,"""it's"" twilight and i wake up hot 
 my ""body's"" soaked in a cold, cold sweat 
 Cool ghoul, for a true 
 A tempest man leading the the 
 New York of a horse 
 A crippled the to the shore 
 The master of the the is mine 
 The negative world will 
 The other side of the 
 
 Nightmare, liar 
 
 
 
 And I know 
 I don't have to 
 
 
 
 
 And I mean, it was, 
 
 
 
 I mean, I think 
 
 
 
 You know who I mean, it's like, 
 
 
 
 I mean, I went 
 I",0.0,1.0,0.5095160519891269
14,"it started back in high-school 
 so cool, king of the scene 
 you found that 
 
 
 
 And I mean, I guess, 
 
 
 
 And when you other 
 
 
 
 And when is it now. 
 
 
 
 I mean, I mean, I mean, 
 
 
 
 I mean, I am 
 
 
 
 
 I mean, I was I've been 
 
 
 
 
 I can't be bringing me 
 
 
 
 I don't know. 
 
 
 
 If I think you 
 
 
 
 I mean, I'm not 
 
 
 
 It's a 
 
 
 
 And I'm",0.0,1.0,0.530626075192006
15,"feel like throwing in the towel ""don't"" be a fool 
 ""they're"" out to knock you the 
 You were to get out of your 
 Out of the soul 
 You are the you are you 
 You are the reason 
 You are the reason 
 You are the reason 
 You are the reason 
 You are the reason 
 You are the reason 
 You are the reason why 
 You are the reason 
 You are the reason 
 You can feel it 
 You can see it 
 You know you you're 
 You can feel it 
 You never said it 
 You know it's all right 
 You",0.6646183192594549,0.9918429899538737,0.4949338469358969
16,"""don't"" you know i love you more 
 than life itself 
 ""don't"" you know that reason why 
 You know that you go 
 
 I know you you blame 
 I know why pieces fit 
 I know you you plague the 
 I know why you plague yourself 
 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me",0.652214163258882,1.0,0.5136957777794532
17,"looming large like a favorite son 
 one more time comes my obsession 
 like a knife, you just give me a sound 
 Make me feel like a night 
 I'm going to changes 
 I'm a good way 
 I'm a loser 
 
 I'm a loser 
 Got a hundred 
 I'm a dog 
 
 
 
 You know I mean, the go 
 
 
 
 And you know, I mean, that know, know, 
 I mean, it like, 
 I know it all feels so 
 I guess I can feel it all start slipping 
 I don't care what you go 
 I don't care about anything 
 I",0.0,1.0,0.49520327435491157
18,"reflex in the sky 
 warn you ""you're"" gonna die 
 storm coming, ""you'd"" better hide 
 
 Dystopia the 
 I'm addicted 
 I'm losing my sight, losing my mind 
 Wish somebody would tell me I'm fine 
 Losing my sight, losing my mind 
 Wish somebody would tell me I'm fine 
 Losing my sight, losing my soul 
 Wish somebody would tell me I'm fine 
 Losin' on my own 
 I can't see you 
 I'm addicted 
 I'm addicted 
 I'm addicted 
 I'm powerless 
 I'm gone 
 I'm gone 
 I'm in love 
 I'm in love 
 
 I'm in between, in love 
 Ooh, oooh 
",0.36975362002798545,1.0,0.5338949365281784
19,"we sail through endless skies 
 stars shine like eyes 
 the black night sighs 
 
 A thousand breakdown for a long time 
 Absorb a fire needs a little bit 
 And you're the bought a prison 
 
 
 
 And I mean, I mean 
 
 
 
 I mean, I think 
 
 
 
 
 And it's like, that 
 
 
 
 I mean, I'm-- 
 of Metallica. 
 
 
 
 And say James 
 
 
 
 
 I don't know 
 
 
 
 
 Echobrain 
 
 
 
 
 I mean, I mean, 
 
 
 
 
 And I mean, the I don't",0.0,1.0,0.5199823451153411
20,"music and words by tolkki 
 looking back through time to my childhood days 
 i you for redemption to is the 
 I've been waiting for the 
 I have to climb to the 
 And I don't know what to say 
 I don't know what to do 
 I know you you plague you 
 I know it's so 
 I know you're you plague yourself 
 I know you're you plague yourself 
 I know what you plague yourself wrong 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me",0.5820917229489803,0.9828901867443453,0.5132671526826394
21,"ancient lands, lost in time 
 smokes of sands and walls alive 
 surround this mask of before you 
 
 The limits of death 
 
 
 The limits of the dead 
 Sits is the world of a nightmare 
 Lies the the your 
 
 
 You got my own home 
 You know you're I want 
 You know it's all about 
 
 You know you're know 
 Finally all in vain 
 You don't know which you 
 You've got to find 
 They like to 
 Just to time 
 You know you are 
 Don't you know that you are 
 You know if you got to to",0.0,1.0,0.47361800069212745
22,"now winter wind fades from my face 
 my heart will no longer race 
 sun pages to be unavoidable and crumbling 
 And when the cracks, 
 The best place is gone 
 The night is dying 
 The more I have to 
 The more I ignore 
 The less, of the 
 The more I ignore 
 The less, 
 The is 
 The 
 The 
 
 
 
 
 Kirk. 
 
 
 
 I mean, I totally the 
 
 
 
 I mean, I mean, 
 like, 
 
 
 
 
 
 
 I mean, I totally you 
 of Metallica. 
 
 
 
 I mean-- 
",0.0,1.0,0.49994915320103206
23,"insane, am i the only muthafucker with a brain ? 
 ""i'm"" hearing voices but all the see is your 
 Liar, is the I am 
 I'm made of all the things 
 I'm on my way 
 I'm on my way 
 I'm on my way 
 I'm on my way 
 I'm on my way 
 Home sweet home 
 I'm on my way 
 Home sweet home 
 I'm on my way 
 Home sweet home 
 Home sweet home 
 I'm on the nightrain 
 I'm on the nightrain 
 I'm on the nightrain 
 I'm on the nightrain 
 I'm on fire 
 I'm on fire 
 I'm on fire",0.5956180592520104,0.9952411093476723,0.4942254597461551
24,"bang bang, rock with the gang 
 bang bang, rock with the gang 
 
 save the world 
 You know it's all about 
 And it's all that time 
 But it's all right now, and all right 
 
 'Cause I'm alive 
 Live wire 
 
 I'm a prisoner of the 
 I am a fugitive 
 Being hunted 
 It's a dream 
 I am a fugitive 
 Being hunted in a pocket 
 A million in the 
 A smile of time 
 The limits of the 
 The limits of the dead 
 
 
 You never felt so good, I need 
 I need your to you I got",0.0,1.0,0.5055664704413624
25,"hey, brother, i miss you so - you knocked on ""heaven's"" door 
 and we ""won't"" 
 
 
 
 - Really fire 
 - Yeah. 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 
 
 Don't you ever think our 
 
 
 - The 
 
 
 
 And we just-- ? 
 
 
 
 - Right. 
 - Kirk. 
 - Kirk 
 
 
 
 
 Your This is interesting. 
 
 
 
 You know, you have done 
 
 
",0.0,1.0,0.529559019850261
26,"story starts, quiet town 
 small town boy, big time frown 
 never talks, never plays up 
 
 You know the sad 
 You know you're crazy 
 You know you're crazy, oh yeah 
 
 I am the tourniquet 
 I am titanium thorn 
 I am the thorn 
 I am your thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am the thorn 
 I am titanium inferno 
 I am the thorn 
 I am the inferno 
 I am legion 
 I am the inferno 
",0.6219716741210144,1.0,0.50473055245757
27,"you and me 
 ""we're"" going to escape tonight 
 on the run 
 under the dove 
 
 Force 
 And the 
 
 
 
 You can't surf the 
 
 
 
 I don't think so. 
 about is, 
 
 
 
 
 putting on 
 
 
 
 Don't you ever know ? 
 what just a new record 
 
 
 
 
 It's been a fucking part of a 
 
 
 
 And then the I mean, I was 
 
 
 
 I mean, I know, 
 
 
 
 I mean, I didn't know, 
 
 
 
 Jason 
 
 
 
 
 You know,",0.0,1.0,0.520851498344934
28,"""she's"" a dirty, dirty dancer, dirty, dirty dancer 
 
 ""'nother"" day, ""'nother"" night 
 and you're 
 
 
 
 Never talked 
 
 
 
 Some people cry 
 
 
 
 
 It's so 
 
 
 
 
 Okay. the 
 
 
 
 You know, I mean, I mean, 
 it all worked 
 
 
 
 And when I mean, she's saying 
 
 
 
 
 I mean, I'm not 
 
 
 
 Do you do ? 
 
 
 
 What you I'm going to do ? 
 
 
 
 And that's I mean, I don't know 
 
 
 
 - Right. 
 - the",0.0,1.0,0.5309449746991406
29,"in my time of dying 
 i want nobody to mourn 
 all i want for sale 
 I think to to 
 I want to to 
 I want you 
 I suffer you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 
 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I",0.0,1.0,0.5124330822244824
30,"we trip the light 
 firebird flies 
 burn your inside 
 given a lesson 
 The words 
 
 Strictly to 
 The master of the 
 
 
 I was 
 I can't see you 
 I can't see you 
 I can't be the angel of me 
 I am the damaged 
 I am the moon in your sky 
 I am the beast in the 
 I am the one that be awakened 
 Terrified the the and burn 
 I feel the pain 
 Chew me away 
 
 I can't stop on the inside 
 I'm your Reaping Stone 
 I can't take the see 
 I'm not afraid",0.0,1.0,0.45545894958155836
31,"who gives you the right to come here and tell me 
 i have to leave me 
 The faces of the past 
 The tragedy I will (the 
 The road of the grey 
 Is this the 
 It's the 
 
 
 I used to I was thinking 
 
 
 
 I mean-- 
 I just can't be 
 
 
 
 
 I mean, I think you 
 for a little bit of little 
 
 
 
 I mean, I was 
 like, 
 
 
 
 - Right. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk 
 
 - Kirk. 
 - Kirk. 
 -",0.0,1.0,0.5112502725053393
32,"far in the core of the earth 
 first it was given birth 
 we heard of the 
 The keeper of Satan's 
 
 
 
 - And I mean, I can 
 - Right. 
 
 
 
 You know it doesn't be the 
 
 
 
 
 Do you know what you ? 
 
 
 
 And he was-- a bunch 
 
 
 
 - I did that 
 - 
 
 
 
 
 I can't have the 
 - Right. 
 
 
 
 - So 
 - 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk.",0.0,1.0,0.5211129616675026
33,"i had a dream, oh yeah 
 crazy dream, oh ho 
 anything i wanted to 
 
 
 I'M the 
 
 
 
 The I can see 
 
 
 
 
 You're the and collective 
 
 
 
 And I totally drums 
 
 
 
 
 The cameras 
 
 
 
 And we're Phil 
 
 
 
 
 Metallica, 
 
 
 
 Kirk. 
 
 
 
 Kirk. 
 
 
 
 And I totally you 
 
 
 
 
 And say 
 
 
 
 
 I mean, you drummer 
 ? 
 
 
 
 
 You know, the Phil 
 about surfing 
 
",0.0,1.0,0.5251323336122903
34,"how ""i've"" waited for you to come 
 ""i've"" been here all alone 
 now that have risen so 
 And the I just summon 
 
 
 
 
 And if I don't know 
 I don't know, I don't know 
 
 
 
 
 I mean, I mean 
 
 
 
 In a band of lyric 
 
 
 
 
 - - Daddy. 
 - Kirk. 
 - Kirk. 
 
 
 
 
 - Kirk. 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 
 
 
 - Kirk. 
 - Kirk. 
 
 
 
 
 
 I mean, me - You",0.0,1.0,0.5201255488955171
35,"ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy 
 ayy-ayy-ayy-ayy 
 
 You can't get it back 
 You can take it 
 But you can't stop it 
 You can't take it 
 You can see it on the ankle 
 You can hear it 
 You can take it 
 You can have it 
 You can take it 
 You can take it 
 You can take it 
 You can take it 
 You can take it 
 You can get it 
 You can take it 
 You can look to me 
 You can hide 
 You can have it all 
 You know",0.6400552887007477,1.0,0.4900188687977343
36,"seize the day or die regretting the time you lost 
 ""it's"" empty and cold without the 
 So I'll be there soon 
 I can feel the poison 
 Thankful and isolated 
 I don't belong 
 I know it never was 
 I know it's the 
 I know that you're 
 I know why you plague yourself 
 I know why you plague yourself 
 I'm gonna make you real 
 I'm gonna take (gonna snap) 
 I'm gonna snap (gonna snap) 
 I'm gonna snap (gonna snap) 
 I'm gonna snap (gonna snap) 
 I'm gonna snap (gonna snap) 
 I'm gonna snap (gonna snap) 
 I'm gonna snap (gonna snap) 
",0.5559658203601369,1.0,0.4935728386156982
37,"there i stood with the sun in my eyes 
 dust on my face 
 my body's the I can't afford 
 
 I know I'll never die 
 I will to I was 
 And I know you I want 
 And I just want to you 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 It's me the you you be 
 I know that I know 
 I know what I can see 
 I can see you in the eyes 
 And in the darkness in the darkness",0.521267369548149,1.0,0.4999777862982923
38,"loneliness seems like an evil dream 
 reality is life and life is here 
 once again and again, and miles away 
 
 I think to and the 
 I want to I want 
 I want I want 
 I suffer I was 
 I want I wanna 
 I want to 
 I love you 
 I love you 
 I love you, 
 I love you, 
 I love you 
 I love you, 
 I love you 
 I love you 
 I love you, 
 I love you, 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I",0.7615222015347647,1.0,0.516436166457763
39,"sugar city come home 
 wizard on a weekend 
 willing on a weekday 
 are on a dragonfly 
 
 You gotta get it 
 
 
 I mean, that I was 
 that the I had 
 I want a newer version 
 You were me 
 I don't know what 
 I can see 
 I can see you 
 I can be your 
 I am the 
 I am the 
 I am titanium 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
 I am 
",0.0,1.0,0.49610883416419016
40,"this is the end, beautiful friend 
 this is the end, my only friend, the end 
 The tears of the universe is near 
 
 
 We can be heroes, 
 We can be heroes, 
 Skies and fight 
 We are the 
 We are the 
 We are the 
 We are the 
 We are the override of light 
 The end of the world 
 The end of the day 
 The end, the end of the american 
 The end, the end of the american 
 The end, the end of the american 
 
 
 
 We can go from the 
 
 
 
 you I mean, I",0.0,1.0,0.5298965558055929
41,"(gabriel:) 
 yeah - yeah 
 lord above - why ""don't"" you tell me 
 why can I go away 
 I feel it all out of sight 
 I can't take it anymore 
 I want it right 
 I want you 
 I wish it 
 I suffer it 
 I want it 
 I suffer it 
 I want it 
 I want it 
 I want it 
 You want it 
 You got it 
 You got it 
 You got it 
 You got it 
 You got it 
 You got it 
 You got it 
 You got it 
 You got it 
 You got it 
",0.7124023805004941,1.0,0.5096162010371669
42,"""don't"" know you man or where ""you're"" from. some say a crazy man, came undone 
 But now I'm not a slave 
 
 But I ain't got the go 
 And I don't wanna to be a victim 
 
 
 
 
 You know, as I don't know. 
 
 
 
 I mean, I don't know. 
 
 
 
 I mean, I mean, 
 
 
 
 - Right. 
 
 
 
 
 - And the is a monster 
 - And my I don't 
 
 
 
 
 And I mean, the I really-- 
 
 
 
 I mean, I mean, 
 
 
 
 
 It's just",0.0,1.0,0.5226138005682628
43,"come on ! 
 
 somebody give me some light 
 not pointed into dark 
 
 
 I don't need a a thing to die 
 
 I want to to 
 I wanna you 
 I want to 
 I want 
 I suffer 
 I will 
 I want 
 I want 
 I want 
 I suffer 
 I suffer I want 
 I want 
 
 
 
 
 
 And I kind 
 
 
 
 Why don't you rescue 
 is the I mean, I mean, 
 
 
 
 
 I mean, I was, that-- 
 
 
 
 
 You know, I'm doing 
 
 
 
",0.0,1.0,0.5132470215269173
44,"i, i will be king 
 and you, shall be my queen 
 though nothing, will 
 
 
 
 You think 
 
 
 
 
 I don't know. 
 
 
 
 I don't know. 
 
 
 
 I mean, I don't know. 
 
 
 
 
 Whether 
 
 
 
 Don't you know what you 
 
 
 
 
 I mean, I mean, it totally 
 
 
 
 
 I mean, I mean, I do 
 I mean, I know, I know, I know, I know) 
 Ohohoh Sinéad 
 
 I believe in the eyes 
 I still the under the 
 I wanna the fall apart",0.0,1.0,0.5247290027427941
45,"i remember when all the games began 
 remember every little lie and every last goodbye 
 Promises the broke, are the to 
 Ocean for all of us 
 
 
 You know, I know you you're 
 
 
 
 
 Are you all the 
 
 
 
 and you 
 
 
 
 time kind of monster. 
 
 
 
 - What ? 
 - Yeah. 
 
 
 
 - Do I want you when 
 
 
 
 - I mean, I don't know. 
 
 
 
 And I mean, I totally 
 
 
 
 But I don't know. 
 
 
 
 I mean, I went",0.0,1.0,0.5292590231952025
46,"walking through the city 
 looking oh-so pretty 
 ""i've"" just got to find my way 
 Or a thousand lotta love 
 
 
 
 
 It's a 
 
 
 
 It's just a thing 
 
 
 
 I mean, her is totally 
 
 
 
 I don't know. 
 
 
 
 I mean, I can't 
 
 
 
 
 I would say, us the 
 
 
 
 I mean, I mean, 
 
 
 
 I mean, I totally for the 
 
 
 
 I mean, I think 
 
 
 
 And I totally a lot of a 
 
 
 
 And then I mean,",0.0,1.0,0.52627353262484
47,"who is innocent ? 
 no one is innocent ? 
 who is innocent ? 
 
 
 I know I don't know 
 I can see you 
 Oh, what and I'll live for and 
 And I know 
 
 
 
 I mean, I am. 
 
 
 
 I mean-- 
 
 
 
 
 
 Jason 
 
 
 
 Kirk. 
 
 
 
 And it was-- other 
 
 
 
 And then is a monster 
 
 
 
 You know, if I mean, express 
 I mean, a little 
 
 
 
 
 And I totally a 
 
 
 
 
 I just can't seem",0.0,1.0,0.5227164526238707
48,"one, two, three 
 hut one, hut two, hike ! 
 ooooo yeah ! 
 
 
 
 I mean, was I mean, 
 
 
 
 I think to we 
 that a strokes 
 
 
 
 
 
 You know, I mean, I mean, 
 like, 
 
 
 
 I mean, I totally you 
 
 
 
 - Right. 
 - Kirk. 
 
 
 
 
 
 I mean, you kind of, 
 
 
 
 
 You know 
 I know the that 
 
 
 
 I mean, I mean, I do 
 
 
 
 - Right. 
 - Kirk. 
 
 
 
 - Kirk. of",0.0,1.0,0.5206799767653695
49,"alone i walk 
 among the twisting shadows 
 tempted by the ancient magic 
 the the le monde (À 
 
 I got my balaclava, balaclava 
 Skeletons of the 
 I got a .45 
 Money in my room 
 Am I a savage 
 And I don't want to 
 Driving the a dagger 
 
 I don't know what to do 
 I don't wanna to be a 
 
 
 I don't know what I'm doin' 
 
 I don't care what you do 
 I don't care if I'm going to 
 I'm feeling so and I don't know 
 I'm gonna be the in my car, 
 I'm tired",0.0,1.0,0.46375266125129155
50,"if ""you're"" having trouble with the high school head 
 ""he's"" giving you the blues 
 You shoot your your 
 You know 
 You better use you 
 You make a fake 
 You know you you're 
 You're goin' out 
 You gotta get it on your 
 
 
 You want it 
 You got to make it a taste 
 
 
 
 You don't want to 
 
 
 
 
 And he was 
 a little bit 
 
 
 
 
 And I know I mean, 
 
 
 
 
 
 I mean, I don't know. 
 
 
 
 I don't know 
 to 
 I know",0.0,1.0,0.5044121807388777
51,"he saw the world, dim with the glow of the vertical sun 
 his skin crept 
 The day of the 
 
 
 The other day, I came for you 
 The journey of life is gone 
 
 I can see you mountains, and I am searching for the 
 I know, I don't know why it has never seen 
 I'm the and wishing 
 
 I don't know why I'll never be 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me 
 I know it's all because of me",0.0,1.0,0.5148376649711942
52,"shout, shout, shout 
 shout, shout, shout 
 shout at the devil 
 
 ""he's"" the I was 
 I need to 
 I can't remember 
 I see you 
 I wish you 
 I can't resist 
 I want you 
 I hate you 
 I suffer I suffer 
 I suffer to 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
 I hate you 
",0.7339323994058331,1.0,0.5057003841137114
53,"in a foreign field he lay 
 lonely soldier, unknown grave 
 on his dying words 
 
 
 
 - Right. 
 - You don't know. 
 
 
 
 You know, who you 
 that kind of James 
 
 
 
 
 
 And I totally totally 
 
 
 
 
 And I said 
 
 
 
 I mean, I don't know. 
 
 
 
 
 I never been 
 I don't know the 
 
 
 
 Yeah. Yeah. 
 
 
 
 
 And I mean, I really-- 
 
 
 
 I think that 
 I don't know. 
 
 
 
 
 And a little stock.",0.0,1.0,0.5167861694862839
54,"embers ignite once again 
 i watch them dance around the flame 
 sparks start to scythe 
 
 
 
 I mean-- 
 
 
 
 
 I just can't see 
 
 
 
 and then 
 
 
 
 I don't know. 
 
 
 
 I mean, I mean, I am 
 
 
 
 - Right. 
 - Bye, James. 
 
 
 
 - Right. 
 
 
 - I really-- like that. 
 - Freaking statement. 
 
 
 
 I mean, I mean, I mean, 
 
 
 
 I mean, I think everybody 
 I can't 
 
 
 
 
 I mean, I really-- 
 
",0.0,1.0,0.5232906729399307
55,"""can't"" control the restless part of me 
 bowing down our heads to love and greed 
 
 I don't want to see it 
 When I'm slipping to 
 I don't want to 
 I don't care what you have to do 
 You don't care 'bout how I feel 
 I don't know what I'm doing, 
 You don't wanna to 
 You just don't know 
 You can't tell me 
 You can't be afraid 
 You can't see me 
 'Cause I wanna to 
 You were my heart 
 And I believed 
 It is my heart 
 And I can see 
 How I can hold 
 And I can",0.36645574431289285,1.0,0.4746326613652427
56,"who can tell me who i am 
 who i am my friend 
 ""i'm"" an ocean 
 When all the world 
 
 Feel the warmth warriors 
 And the the in the sky 
 And the the is the 
 That we world on your ground 
 
 
 
 You know, hard 
 
 
 
 You know what shook 
 
 
 
 And he had it regular. 
 
 
 
 I mean, I mean, I get there 
 
 
 
 I mean, I mean, I know, 
 
 
 
 I mean, I do it 
 
 
 
 I mean, I mean, I mean, 
 rock 
 
",0.0,1.0,0.5175909182858858
57,"mars needs women 
 angry red women 
 mars needs women 
 angry red women 
 The 
 
 
 To be the 
 To be 
 
 
 
 
 There's a way 
 
 
 
 Was it was 
 
 
 
 You know I mean, I mean, 
 kind of monster 
 
 
 
 I mean, I just, here 
 
 
 
 
 
 It's not the 
 
 
 
 Kirk. 
 
 
 
 It's doing recording 
 
 
 
 
 I mean, I mean, I am 
 
 
 
 
 And when that I mean, I like, 
 
 
 
 It's a lot of",0.0,1.0,0.5213448630547237
