,Soul,PAV,SSV,MSV
17,"let us all (all go back) 
 to the old (old landmark) 
 let us all (all 
 All the king's horses, 
 
 Can't find a lifetime 
 And spread the sweetness of love 
 I don't know what to do 
 I don't want you to go 
 And I don't want to be your Mrs 
 I don't need to say, I don't need to know 
 I don't know what to do 
 I don't want to be your Mrs 
 And I don't want to be your Mrs 
 Don't you know I need your love 
 Don't you know I need 
 I need you 
 I need your love",0.47796646395698184,1.0,0.47208537902050585
18,"by the light of the silvery moon 
 i want to spoon, to my honey ""i'll"" 
 I want to be loved, to be loved, to be loved 
 I don't know how to be true 
 And I know it's true 
 I know that I love you so 
 And I know it's true 
 I love you 
 I love you so 
 I love you 
 I love you 
 I love you 
 I love you 
 And I love you 
 I love you 
 I love you 
 And I can't let you go 
 I want you 
 
 I want you to come with me 
 I'll",0.6205608887142353,1.0,0.5039924215770794
19,"hold it, everybody 
 hold it, hold it, listen 
 
 i can turn the gray 
 What can you do ? 
 
 I look to you 
 I wanna feel the way you wanna 
 
 I wanna be with you 
 I wanna be with you, I wanna be with you, I wanna be with you 
 I wanna be with you 
 I wanna be, I wanna be, I wanna be 
 I wanna be with you 
 I wanna be with you, I wanna be with you 
 I wanna be, I wanna be with you 
 I wanna be with you 
 I wanna be, I wanna be 
 I",0.6384861464802013,1.0,0.516445782585061
20,"wash me ! 
 i ""don't"" know why i love you like i do 
 with you 
 
 
 I want to know 
 
 I want to be your baby 
 I want to be your man 
 I want to be your man 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I wanna be with you 
 I wanna be, I wanna be, I wanna be 
 I wanna be with you 
 I wanna be with you, I wanna be 
 
 I wanna",0.0,1.0,0.5060863424211154
21,"maria hey hey maria 
 maria, ""don't"" you hear me calling maria ? 
 maria, girl 
 Oh baby, a Merry Christmas, baby 
 Without a kiss, 
 I can feel it 
 I'm a lover 
 I can feel it 
 I can feel it 
 And I can feel it 
 I can feel it 
 And I can feel it 
 Get your mind 
 I can feel it 
 Get it 
 Get it 
 
 I'm going to get it 
 Get it 
 Get it 
 Get it 
 Get it 
 Get it 
 Get it 
 Get it ! 
 Get it together, looka hey 
 Get it",0.586738611619775,1.0,0.5096780524683859
22,"hey ! 
 got to, got to payback 
 (the big payback) 
 revenge, ""i'm"" mad ! 
 I got to know what I got 
 I got to deal with the way 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 How I want to be with you 
 I want to be with you 
 I want to be with you 
 
 I want to be with you 
 I want to",0.6513965348957217,1.0,0.5080982167129869
23,"hi, this is the big o, otis redding 
 i was just standing here thinking about you 
 But I never knew 
 I was surprised to see you 
 I found my best to be my wife 
 I can see my head 
 And I know that I will be 
 And I know it's true 
 I know that I will be there 
 And I believe that you will 
 I believe in love 
 I believe in music 
 I believe in music 
 I believe in music 
 
 In love we are in 
 
 It was so 
 We played our love 
 
 We were alone 
",0.46420155974279936,1.0,0.4936023086459113
24,"in the desert sun ""ev'ry"" step that you take could be the final one 
 and you know what I want to do 
 
 
 And I want to be with you 
 I want to be with you, I want to be with you 
 I want to be with you 
 I want to be with you, I wanna be with you 
 I wanna be with you, I wanna be with you, I wanna be with you 
 I wanna be, I wanna be 
 I wanna be with you 
 I wanna be with you, I wanna be with you 
 I wanna be with you 
 I wanna be with",0.0,1.0,0.5270353200762279
25,"other guys try to hold her hand 
 other guys want a one night stand 
 It ain't classified 
 A pretty love song 
 A seed's a woman 
 A man to love 
 A package C.O.D 
 A little love 
 A chemical 
 A chemical love 
 It's a chemical Christmas 
 A chemical 
 A merry little Christmas 
 A merry little Christmas 
 (Have yourself) a Merry Christmas 
 (Have yourself) a merry little Christmas) 
 (Have yourself) a little bit louder 
 
 And I love you 
 And I love you, baby 
 I love you 
 I love you 
 I love you 
 I love you 
",0.5085645946153439,1.0,0.5319010932782194
26,"(funk, funk, funk for love) 
 (come ""let's"" all get funky if you take the right on 
 But I know it's the same old way 
 If you ain't gonna be a million 
 So let me show you what you got 
 And you can't tell me 
 You can't tell me what you want me to do 
 If you do not want me to 
 If you do not love me 
 If you do not love me 
 If you do not love me 
 If you do not love me 
 If you do not love me 
 If you do not love me 
 If you do not love",0.686303353945859,0.9893223374731452,0.5042768521159688
27,"on this magic road ""i'm"" about to lose control 
 oh, ""won't"" you bless my soul 
 
 Oh I don't wanna be here anymore 
 I don't need no doctor 
 
 I don't need no doctor 
 I don't need no doctor 
 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 
 I don't need no doctor 
 I don't need no doctor 
 And I don't need no doctor, 
 I don't need no doctor 
 I don't need no doctor, 
 I don't need no doctor 
 For my prescription is the way I feel 
 I love you when I",0.6087456506220998,1.0,0.5237912350460519
28,"i believe in roses, but only from the heart 
 and if ""it's"" not sincere, baby 
 Maybe you and me 
 And I know you love me 
 To love you 
 I never felt so good 
 I never thought I'd be 
 And I just can't let you go 
 I believe there's a way of a thousand times 
 
 I was a fool for you 
 And I saw my heart 
 I was lost, I had a chance 
 But I was a fool 
 I was just a happy guy 
 But I was a fool 
 I was a fool 
 I would have shown a little bit",0.4272185173429269,1.0,0.4721990886155749
29,"""she's"" a super lady 
 she is too much 
 wish i could make her mine 
 She's a heartbreaker Awakened of the world 
 But he's all about her money 
 And all the world was gonna have 
 But she didn't have a girl 
 And she was the man that he was 
 But she didn't have no man 
 She was just a lie 
 She said she didn’t have no man 
 Raised her kids the very best she can 
 (She was loving me) 
 She told me she was all alone 
 Said at home she didn’t have no phone 
 (Holding her to blame) 
 She said she",0.27592000117182075,0.9668746097952182,0.41050780601327086
30,"through the mirror of my mind 
 time after time 
 i see reflections of you 
 I'm waiting for you to see 
 I'm ready to ride, to you 
 
 I can't go back to you 
 I can't tell you that I'll be around 
 I will be only you 
 If I find my love to you 
 I will be a fool for you 
 
 I will be your man 
 I'll be your shelter I will be your man 
 Destiny, this world is a man's world 
 Without a love letter, a river 
 This is a man's world 
 For a love that's real 
 And I",0.34756575079555485,1.0,0.4528235963896952
31,"whenever you kiss 
 i worry and wonder 
 your lips maybe near 
 but where can make me feel this way 
 I will be there 
 
 I believe I can be 
 
 If you were there you'd be mine 
 And I need you to know 
 That I want you to know 
 I want to know 
 
 I want to say I love you 
 Just like I want you to know 
 I want to know 
 I want to know 
 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
 I want to know 
",0.546346122024824,1.0,0.5015894955646776
32,"as around the sun the earth knows ""she's"" revolving 
 and the rosebuds know to bloom and make me feel 
 Can you make me feel 
 Can make you make me feel 
 And make me feel like a natural woman 
 I wanna say it one more time 
 Oh, I wanna be your man 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be with",0.7721528965666764,0.9893560276610536,0.523414504582233
33,"think of me as your soldier 
 the man whose life is for you 
 and your love enchanted 
 So I must behave you 
 The way you hug me 
 And I know that I can see 
 Is I feel like I wanna be 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 I wanna be, I wanna be, I wanna be 
 I wanna be with you 
 I wanna be, I wanna be, I wanna be 
 I wanna be with you 
 I wanna be with you 
 I wanna be with you 
 
 I wanna be with you",0.5799408670323093,1.0,0.48008412991199867
34,"talk to me talk to me 
 darling i love the things you say 
 talk to me 
 
 I love the way you do it 
 Shake it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me 
 Sock it to me, sock it to me 
 Sock it to me 
 Sock it to me, sock it to me 
 Sock it to me 
",0.7973622571704594,1.0,0.5254258526372884
35,"a cigarette that 
 bears a ""lipstick's"" traces 
 an airline ticket 
 to romantic places to have a fit 
 
 We have a problem in the game 
 But you can't get into my heart 
 And you can't take another time 
 When you don't know what I see 
 If you don't get your hands on your door 
 Don't you know I don't know what I want to do 
 Can't you hear me, yeah 
 Each day, you say you love me, baby 
 And I wonder if you love me, honey, you love me 
 And I know it's love 
 And I can't believe that I can see",0.34002653591447257,1.0,0.4797238389509449
36,"so in love, sad as could be 
 ""'cause"" her pretty face got the best of me 
 And now we'll just go on and go and go 
 
 But I won't let you go 
 Holding my troubles away 
 I can't let you go 
 I can't let you go 
 I can't let go 
 Oh, I can't let you go 
 I can't let, I can't let you go 
 I can't let go 
 I once had your lovin', baby 
 And I can't let go 
 I once had your lovin', baby 
 And I can't let go 
 I once had your lovin', baby 
 And I can't",0.4645905632502878,1.0,0.48569586543448373
37,"ole man trouble, leave me alone 
 go find you someone else to pick on 
 That's why I got to know 
 That I'm feeling a little bit of 
 
 Yeah, yeah, yeah, yeah 
 
 Get the funk, 
 And the sky) 
 You got the grit 
 And the moonlight of the time 
 That I know I can't go back 
 I wanna help it 
 I can't help it if I wanted to 
 I wouldn't help it even if I could 
 I can't help it, can't it can't take it 
 And it must be a fool 
 
 I know you don't know how I feel 
",0.38248302371255744,1.0,0.49771482762678665
38,"say you wanna be loved 
 but you ""won't"" let me love you 
 say you know 
 I am the one to be 
 And I know I can lose you 
 And all the guys I've got to do 
 
 Boy and she feels so good 
 
 
 I want to be thrilled 
 I want to be loved with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I want to be with you 
 I",0.0,1.0,0.5093383919350113
39,"clap your hands, stomp your feet, swing on the vine in the jungle brother, check out my head 
 You can make me feel so alive 
 
 When I see you out of my mind 
 I don't know why I love you 
 And I never thought that I could write 
 'Cause I believe in you 
 
 I believe in you 
 And you know that you made me feel so good 
 You made me feel love 
 Like I've never felt love before 
 
 You made me feel love 
 Like I've never felt love 
 
 If you don't love me 
 If you do not love me",0.41057503845114374,1.0,0.511637306171503
40,"you make a man just wanna change his mind 
 everything you do 
 you sent down, Jimmy 
 And I want to spend 
 
 I'm all alone 
 Sexual Healing 
 I want to sing 
 I want to be your man 
 I want to be your man 
 I want to be your man 
 I need some love to be your man 
 I want to be your man 
 I want to be your man 
 I want to be your man 
 I want to be your man 
 I want to be your man 
 I want to be your man 
 I want to be your man",0.6504752483171089,1.0,0.5220480042894957
41,"how many times baby have you heard people say, that... that nothing good comes easy 
 I know that you would never stop 
 And I said I can't believe that I would be 
 
 And I know, I know I know that I know that I love you, baby 
 I love you any ole way, no one can you tell you so) 
 I don't know what I need 
 
 I need you here 
 And I'm gonna make you love me 
 I can't let you go 
 Don't you know that I'm in love 
 (Still in love, in love 
 I just can't get enough 
 I can't stand",0.3891322431447734,1.0,0.4983671388163015
42,"come over here, sweetie 
 i really wanna talk to you for a few more moments, 
 Took me, baby 
 While I can't forget you 
 I don't want you 
 It's gotta be 
 
 I can't stand it 
 I can't stand it 
 I can't stand it 
 Can't stand it, baby 
 Oh, baby 
 I got to do it 
 I got a feelin' on me 
 I got it on the ground 
 I got it for some time 
 I got it 
 I got it 
 I got it 
 I got it 
 I got it 
 I got it 
 I got it 
 I",0.6112734372331909,1.0,0.48804411771694933
43,"i need you here beside me 
 to chase the night away 
 i need your arms to make me blue 
 
 Oh, she’s cooling me back 
 
 I know you cheated 
 
 I didn't know 
 
 I know that I didn't mean a thing 
 
 I don't know what to do 
 I don't care what they say.. 
 But I don't care what they think, 
 And I don't know 
 That I can't let go 
 
 I can't let go 
 I can't let go 
 I once had your lovin', baby 
 And I can't let go 
 I once had your lovin', baby 
 And",0.4168008493370876,1.0,0.5095087265877106
44,"(what they do ! ) 
 smile in my face 
 all the time they want to be 
 Oh-oh-oh a tender lady, 
 Might show me a lot of time 
 I don't want to be a fool 
 I don't need no doctor 
 I don't need no doctor 
 
 I don't need no doctor 
 
 I don't need no doctor 
 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 
 I don't need no doctor 
 No one else will be no",0.5148914853322082,1.0,0.5119480325914243
45,"as the bitter tears fall from your eyes 
 oh, a thousand times you ask yourself 
 And I'm gonna love you anyway 
 You don't have to know what I have to do 
 But I ain't got no money, 
 I got a Basketball Jones, oh baby, oh 
 I ain't got a damn to find a way 
 
 I know that it's love 
 That I won't let go 
 I can't help it if I wanted to 
 I wouldn't help it even if I could 
 I can't help myself if I wanted to 
 Wouldn't I'm gonna be with you, baby 
 I want to be with you 
",0.39957393203340097,1.0,0.49304229534531796
46,"the boys 
 ""we're"" just ""chillin'"" with earth, wind & fire 
 this is my desire 
 My love is gone With yesterday 
 Truly, truly, truly never felt so good 
 And I can't let you go, no, no, no, no, no 
 No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no 
 
 My mission's to my baby's baby 
 I don't know what to do 
 I don't wanna hurt you 
 
 I don't know what to do 
 No, no 
 
 I don't know what's waiting for me 
 
",0.0,1.0,0.5118427762066112
47,"""didn't"" i make you feel like you were the only man ? 
 ""didn't"" i give you fever 
 And I know that I'm the one 
 
 Playin' the greatest hurt 
 And the boy is the friendly 
 The girl's the missing one, the missing mess 
 The ghetto, the ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto, the ghetto, the ghetto 
 The ghetto,",0.7217852850074549,1.0,0.5280729046463606
48,"(one) 
 (one ! ) 
 
 (is there a clap ""that's"" supposed to be in the air 
 That's all the way 
 I can see the morning 
 And I know that you are with me 
 I know that I love you, baby 
 And I love you any ole way, oh yeah 
 I love you any ole way, now, say it again 
 I love you any ole way, no 
 I love you any ole way, baby 
 I love you any ole way, yeah 
 I love you any ole way, yeah 
 I love you, I love you 
 I love you any ole way, yeah 
 I",0.5510078188979328,1.0,0.5062864145114204
49,"hang all the mistletoe 
 ""i'm"" gonna get to know you better this christmas 
 and you know what I know 
 
 So I say you love me 
 And I know I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 And I love you so 
 Years I love you 
 I love you so much, I love you 
 I love you so much, I love you 
 I love you so much 
 I love you so much 
 I love you so much 
 I love you 
 I love you so",0.7683192256874349,1.0,0.5156421151148349
50,"separate ways 
 ""there's"" one that goes and one that stays 
 but they will meet 
 I need you to know 
 Will you understand, 
 You know I will 
 I know that I am 
 
 I believe in you 
 
 I believe 
 I believe in music 
 I believe in music 
 I believe in love 
 I believe in love 
 I believe in love 
 I believe in love, love, love, love, love, oh, oh 
 I believe in love, I know it's true 
 I love you, I love you, I love you 
 And I love you too much 
 I love you, I love you,",0.561591534709559,1.0,0.4906871585929963
51,"think of your fellow man, lend him a helping hand 
 put a little love in the way 
 So come on and go on 
 And show me what you got 
 It's about to be on baby non-stop 
 Tonight you're gonna get your time to shine 
 Nobody but stars in here tonight 
 Dancing underneath the party light 
 When I see you working that body right 
 Tonight you're gonna get your time to shine 
 Your time, your time to shine 
 Ya'll came here to gave it up 
 So come on and show me what you got 
 It's about to be on baby non-stop 
 Tonight you're",0.2804922401395279,0.9779237084035508,0.3922157709651494
52,"""you're"" a no good heartbreaker 
 ""you're"" a liar and ""you're"" a cheat 
 and i don't know 
 But I know it's going to be 
 I can see if I think of you 
 And if I be in the mood to do 
 I got to tell you that I got to be your man 
 
 Free, your horn on, the heat is on 
 And I don't need no ticket 
 
 If you don't want nobody else 
 You can have a picnic tender 
 You can bet you can show you can 
 You can make it all like the way you do 
 That you can make it",0.3791423150391209,1.0,0.5031541923213221
53,"(spoken) 
 ""i've"" been so wrong, so many times. now you know what 
 ""i'm"" ""talkin'"" to be happy, boy, oh yeah, yeah 
 
 You know I love you 
 
 You know I love you 
 And I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you 
 I love you I love you 
 I love you 
 I love",0.8246646191643745,1.0,0.5267824047176115
54,"i found that love provides the key 
 unlocks the heart and souls of you and me 
 And though I never know 
 I wonder who...who's it all up 
 I can't get enough of your love 
 And I just can't get enough 
 I don't want no cream 
 Don't let me go 
 I can't stand your love 
 Don't let me go 
 Don't let me take you 
 No no no, don't you let it 
 Baby, baby, baby, baby, baby 
 I don't want to bore you with it 
 I don't know 
 I don't know what to do 
 I don't know what to do 
 I",0.4062540653476365,0.9786679951445532,0.461390861849853
55,"you better think (think) 
 think about what ""you're"" trying to do to me 
 think that talk is what I say 
 Is it possible to you 
 And I can tell, the world you 
 Like a fool to be 
 You know that you will always be 
 You know what to do 
 
 Now if you trust me, baby 
 
 You know I wanna talk about you 
 More precious love 
 And I betcha (girl, you loved 
 When I have to be near 
 And I know you can say 
 And I feel so so good 
 
 I love you so much 
 And I love",0.3560889658597615,1.0,0.4792728611210571
56,"sisters, brothers and the whities 
 blacks and the crackers 
 police and their backers 
 
 And that's the way 
 We don't need another meadow 
 
 Love is the icon (Looking 
 We need to be a man 
 We can fly the night 
 We can touch the sky 
 We can fly 
 Every day 
 You'll find you 
 And I know you know 
 I'm gonna need you here 
 Your eyes, you know 
 I want you to come home 
 
 I want you to know 
 Don't you know that I need you 
 I need you 
 I need you 
 I need you 
",0.428432274455219,1.0,0.4849071293062575
57,"midnight sky the moon is a quarter 
 ""layin'"" low and south of the border 
 You know you will 
 We can survive 
 (We are the world 
 We all must have to say 
 We can change the world 
 We can feel our love 
 We can feel it all 
 And in the morning 
 We can feel it alive 
 And you can feel it 
 From the world 
 When your body moves 
 And they don't know 
 That I know that 
 
 And I'm all alone 
 I feel like going to be 
 Take me to the river 
 And if I get to you",0.2911179175513071,1.0,0.43774177447371626
58,"""who's"" hairstyles are out of this world 
 whether ""it's"" straight or ""bu'font"" or ""it's"" curled 
 
 I knew the day that I was introduced and I was born to say 
 This is a day 
 I know that I know you know 
 I know that I am the one 
 
 I know I found in the spirit 
 I just want to be with you, I don't know what to do 
 I don't know what to do 
 
 I don't know what's gonna do 
 You can be the one you love 
 
 
 You can be a crime 
 And you can be the one you love",0.0,1.0,0.5133056193101794
59,"""don't"" think...just feel it 
 ooooh...just do it 
 the longer we make love 
 the world is all that we need 
 It's all the time 
 But I can feel the power 
 And I feel that I love you 
 And I need your love 
 I need your love 
 I need your love 
 I need your love 
 I need your love 
 And I need your love 
 I need your love, I need your love, I need your love) 
 Oh, baby 
 I need your love, I need your love 
 Godspeed, I need your lovin', baby 
 I need your love so badly 
 Sexy, baby",0.5618858119745276,0.9859454004764385,0.48196847505080215
60,"what you going to play now ? 
 bobby, i ""don't"" know but ""what's"" it ever been 
 To the ocean that fell 
 Be the stars in the neighbourhood 
 And I know the ring of you 
 Take it easy 
 I know it's gonna be... 
 I wanna say it one more time 
 I got to get it 
 Got me to get it 
 Got to get it 
 Got to give it 
 Got to give it 
 Got to give it 
 Give it to me 
 Give it to me 
 Give it to me, baby 
 Give it to me 
 Give it to me, baby 
",0.5921948389786158,1.0,0.48337686635802657
61,"boop, pop, ba, loo, pop 
 you sing along, my baby and my love 
 for me for the rest of my list 
 
 And I know I'm fallin' 
 I know that I am 
 I found out the power 
 
 I believe in love 
 I believe in music 
 I believe in love 
 I believe in music 
 I believe in music 
 I believe in music 
 I believe in love 
 I believe in love 
 I believe in music 
 I believe in love 
 I believe in love 
 I believe in music 
 I believe in love 
 I believe in love, in love 
",0.6296244107816203,1.0,0.501540806610679
