,Unnamed: 0,genre,original_lyric,generated_lyric,model,PAV,SSV,MSV,cleaned_generated_lyrics
10,10,Jazz,"Place park, scene dark, silvery moon is shining through the trees
Cast two, me, you, sound of kisses floating on the breeze
Act one, begun, dialogue, ""Where would you like to spoon?""
My cue with you underneath the silvery moon
By the light of the silvery moon
I want to spoon to my honey, I'll croon love's tune
Honeymoon keep a shining in June
Your silvery beams will bring love dreams, we'll be cuddling soon
By the silvery moon
Act two, scene new, roses blooming all around the place
Cast three, you, me, preacher with a solemn looking face
Choir sings, bell rings, preacher, ""You are wed for evermore""
Act two, all through every night the same encore
By the light
(By the light, by the light)
Of the silvery moon
(The silvery moon)
I want to spoon
(Want to spoon, want to spoon)
To my honey I'll croon love's tune
Honeymoon
(Honeymoon, honeymoon)
Keep a shining in June
(Keep a shining in June)
Your silvery beams will bring love dreams
We'll be cuddling soon
By the silvery moon
Your silvery beams will bring love dreams
We'll be cuddling soon
By the silvery moon
(The silvery moon)
By the light that's silvery","place park, scene dark, silvery moon is shining through the trees cast two, me, you, sound amazing and i am singing, the fact you are a jazz singer or singer, I feel the good night out and you have no regrets, look at me, for a time you can be happy. — Sam Mahoney (@sammahoney) April 28, 2017

Bryan and Caleb, I love you!! You and i together that was so beautiful! As long as I loved you and w know you and we will continue to love you, Im happy I got to spend the night<|endoftext|>",gpt2,0.4,1.0,0.8106585000957699,"place park, scene dark, silvery moon is shining through the trees cast two, me, you, sound amazing and i am singing, the fact you are a jazz singer or singer, i feel the good night out and you have no regrets, look at me, for a time you can be happy. — sam mahoney @sammahoney april 28, 2017

bryan and caleb, i love you!! you and i together that was so beautiful! as long as i loved you and w know you and we will continue to love you, im happy i got to spend the night"
11,11,Jazz,"Oh the tango is done with a thin black moustache
A wide scarlet sash, black boots and a whip
Or the tango is done with seafaring trash
Callous and brash, fresh off the ship
Or the tango is done as a dangerous dance
A treacherous step and if one should trip
The frail body breaks with a snap and a twist
And a gold watch slips onto a thick tattooed wrist
And a gray merchant ship turns black in the sun
As it heaves to the East when the tango is done
Butterflies mounted on fields of black velvet
Neatly arranged in gleaming glass trays
One-eyed Etruscans play follow-the-leader
Forever around the edge of the vase
The phonograph's playing an old broken record
A tango and over and over it plays
Over it plays
Over it plays
A medieval tapestry hangs like a warning
A needlepoint forest of dark green and brown
The scene is the hunt, you will notice the hunter
He takes careful aim as your eye travels down
And finally rests upon the real victim
Lying quite still in a silk dressing gown
Lying quite still at the edge of the carpet
One arm flung out for the peacocks to peck
Blending in well with the blue and green background
Except for the bright scarlet sash round the neck
He was a collector of beautiful strangers
And life was a party right up to the end
The door always opened to love and loves dangers
Though dead, a lover, a stranger, a friend
Butterflies mounted on fields of black velvet
Neatly arranged in gleaming glass trays
One-eyed Etruscans play follow-the-leader
Forever around the edge of the vase
The phonograph's playing an old broken record
A tango and over and over it plays
Over it plays","oh the tango is done with a thin black moustache a wide scarlet sash, black boots, maybe a cat?<|endoftext|><|endoftext|>",gpt2,0.0,0.0,0.0,"oh the tango is done with a thin black moustache a wide scarlet sash, black boots, maybe a cat?"
12,12,Jazz,"It's a funny thing I look at you
I get a thrill I never knew
Isn't it a pity we never, never met before
Here we are at last
It's like a dream, the two of us, a perfect team
Isn't it a pity we never met before
Imagine all the years we've wasted
I with the neighbors, you at silly labors
What joys untasted
My nights were sour, spent with Schopenhauer
Let's forget the past, let's both agree
That I'm for you and you're for me
Isn't it a pity we never, never met before
Imagine all the years we've wasted
Fishing for salmon, losing at backgammon
What joys untasted
I read in Heine, you somewhere in China
Happiest of girls I'm sure to be
If only you would say to me
Isn't a pity we never, never met before
It's an awful pity we never, never met before",its a funny thing i look at you i get a thrill i never knew isnt there just the fuzzy back of your hair that never gets real you still feel it when you cry you cant just take it off it so its gotta be you even if it doesnt its youre not wearing it to the car youll cry and just wanna dance off and dont know what to do and im only kinda worried that some stuff will come through because its when youre no longer with me its when i dont wanna make you cry so you cant even cry youre not wearing it to the car you<|endoftext|>,gpt2,0.0,0.0,0.0,its a funny thing i look at you i get a thrill i never knew isnt there just the fuzzy back of your hair that never gets real you still feel it when you cry you cant just take it off it so its gotta be you even if it doesnt its youre not wearing it to the car youll cry and just wanna dance off and dont know what to do and im only kinda worried that some stuff will come through because its when youre no longer with me its when i dont wanna make you cry so you cant even cry youre not wearing it to the car you
13,13,Jazz,"I've been holding out so long
I've been sleeping all alone
Cause I miss you
I've been hanging on the phone
I've been sleeping all alone
I wanna kiss you
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh oooh
I've been moaning in my sleep
You've been starring in my dreams
Cause I miss you child
I've been waiting in the hall
I've been waiting for your call
And the phone rings
It's just a friend of mine saying
""Hey hey, what's the matter with you, girl?
We're gonna come around about twelve
With some bad Puerto Rican dudes oooh
They are going to be just dyin' to meet you
We're gonna bring a case of wine
And we're gonna mess around like we used to""
Laa Laa Laa Laa Laa Laa Laa
Laa Laa Laa Laa Laa Laa Laa
Laa Laa Laa Laa Laa Laa Laa
Laa Laa Laa Laa Laa Laa Laa
Laa Laa Laa Laa
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh oooh oooh oooh oooh
I miss you, baby
Baby, why did you wait so long?
I wanna know
Baby, why did you wait so long?
Hey! Come on! Come on!
I've been walking Central Park
Singing after dark
People think I'm crazy
Stumbling on my feet
Shuffling through the street
Asking people ""Hey, what's the matter with ya, boy?""
Sometimes I want to say to myself
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh oooh oooh oooh oooh
Oooh oooh oooh baby
Oooh oooh oooh oooh oooh oooh baby
Guess I'm lying to myself
There's just you and nobody nobody else
Cause I miss you, baby
I've been waiting in the hall
Waiting on your call
And the phone rings
It's just a friend of mine saying
""Hey hey, girl what's the matter with you?
We're gonna come around about twelve and
With some Puerto Rican dudes
Oooh hey yay yay yay yay yay
They're just dyin' to meet you
We're gonna bring a case of wine
We're gonna mess around
You know what I mean like we used to ah""
La la la la
I've been waiting in the hall
Waiting on your call
Oooh oooh
Cause I miss you, baby
I guess I'm lying to myself
There's just you and no one else believe me baby
And I miss you baby
I miss you baby","ive been holding out so long ive been sleeping all alone cause i miss you ive never had one true love I have just been wishing you loved you more but dont you know how hard it is Im being in love Cause I'm getting ready to start your week Cause we gotta spend some time together Cause I want to be with you for a long time Cause I want to be with you for a long time Cause I want to be with you for a long time Cause I want to be with you for a long time Cause I want to be with you for a long time
Just last<|endoftext|>",gpt2,0.2591394859090908,0.6184369500668446,0.6184369500668446,"ive been holding out so long ive been sleeping all alone cause i miss you ive never had one true love i have just been wishing you loved you more but dont you know how hard it is im being in love cause im getting ready to start your week cause we gotta spend some time together cause i want to be with you for a long time cause i want to be with you for a long time cause i want to be with you for a long time cause i want to be with you for a long time cause i want to be with you for a long time
just last"
14,14,Jazz,"Our song, we used to call it our song
It helped us say hello once
It made us fall in love once
Without knowing
Oh  and how we tried so not to show it
Even though we didn't know it
Our song became a little sadder
But it didn't seem to matter
Even when I kissed you
I couldn't please you
And then all at once the love was gone
And all you left me was our song
Every time I hear that song I could cry
Now you don't belong, we've said our goodbyes
I'm still wondering why
With tears in my eyes
Our love started just like our song
But the melody was all wrong
There's nothing left to do now but forget you
So I'll look around for someone new
Someone who is very lonely too
And I'll wait for love to come along
Like I did the first time I heard our song
So I'll look around for someone new
Someone who is very lonely too
And I'll wait for love to come along
Like I did the first time I heard our song","our song, we used to call it our song it helped us say hello once it was over,"" she told the paper.

A spokesman for Ulloa said a reward of up to £1,000 is being offered to anyone who can identify the woman, who appears to be 40 years old.<|endoftext|><|endoftext|>",gpt2,0.4,1.0,0.7837375278635044,"our song, we used to call it our song it helped us say hello once it was over, she told the paper.

a spokesman for ulloa said a reward of up to £1,000 is being offered to anyone who can identify the woman, who appears to be 40 years old."
15,15,Jazz,"Up in Harlem ev'ry Saturday night
When the highbrows get together its just too tight
They all congregates at an all night strut
And what they do is tut-tut-tut
Old Hannah Brown from 'cross town
Gets full of corn and starts breakin' 'em down
Just at the break of day
You can hear old Hannah say
Gimme a pigfoot and a bottle of beer
Send me 'gain, I don't care
I feel just like I wanna clown
Give the piano player a drink
Because he's bringin' me down!
He's gotta rhythm, Y-e-e-a-a-h!
When he stomps his feet
He sends me right off to sleep
Check all your razors and your guns
We gonna be 'rested when the wagon comes
I wanna pigfoot and a bottle of beer
Send me 'cause I don't care
Play me 'cause I don't care
(Trumpet Solo)
Gimme a pigfoot and a bottle of beer
Send me 'gain, I don't care
I feel just like I wanna clown
Give the piano player a drink
Because he's bringin' me down
He's got rhythm, Y-e-e-a-a-h!
When he stomps his feet
He sends me right off to sleep
Check all your razors and your guns
Do the shim-sham-shimmy 'til the risin' sun
Give me a reefer and a gang o' gin
Play me 'cause I'm in my sin
Play me 'cause I'm full of gin","up in harlem evry saturday night when the highbrows get together its just too tight they may just ruin its charm But a few miscellaneous hours I'm just to think that some important fine inn of honours and interest may now be bound to be held all round A great dinner, marvellous wine, cool talk, and merry talk in an unwinnable meadow round the world must be held in holy London this month Im not not satisfied of my travel to France there that I can share its joy with one hundred thousand other men on earth...But for when a fortune brings me<|endoftext|>",gpt2,0.0,0.0,0.0,"up in harlem evry saturday night when the highbrows get together its just too tight they may just ruin its charm but a few miscellaneous hours im just to think that some important fine inn of honours and interest may now be bound to be held all round a great dinner, marvellous wine, cool talk, and merry talk in an unwinnable meadow round the world must be held in holy london this month im not not satisfied of my travel to france there that i can share its joy with one hundred thousand other men on earth...but for when a fortune brings me"
16,16,Jazz,"Frankie, dear, your birthday gift reveals to me
That at heart you're really not so bad
If I add, your funny face appeals to me
Please don't' think I've suddenly gone mad
You have all the qualities of Peter Pan;
I'd go far before I'd find a sweeter pan
And yet
I love your funny face
Your sunny, funny face;
For you're a cutie
With more than beauty
You've got a lot
Of personality N.T
A thousand laughs I've found
In having you around
Though you're not Gloria Swanson
For worlds I'd not replace
Your sunny, funny face
Needn't tell me that I'm not so pretty, dear
When my looking glass and I agree
In the contest at Atlantic City, dear
Miss America I'd never be
Truth to tell, though, you're not such a bad lot yourself;
As a Paul Swan, you are not so hot yourself
And yet
I love your funny face
Your sunny, funny face;
You can't repair it
So I declare it
Is quite all right
Like Ronald Colman?
So's your old man!
Yet it's very clear
I'm glad when you are near
Though you're no Handsome Harry
For worlds I'd not replace
Your sunny funny face
I love that funny face
That sunny, funny face;
Thought it upsets one, in time, it gets one
That's true, for you
Have personality for two
Those eyes! Those nose! Those cheek!
Won't make a movie sheikh
But though you're not patootie
For worlds I'd not replace
Your sunny, funny face
I love your funny face
Your sunny, funny face;
You never bother
About your father
Have you no shame?
You're just a mutt and nothing but!
Yet when you wag your tail
You'll never be for sale
Though you're no Rin Tin Tin, dear
For worlds I'd not replace
Your sunny, funny face","frankie, dear, your birthday gift reveals to me that at heart youre really not so bad…because youre not just anybody, youre a star, a force in the hearts of all. And, oh, yes, your birthday is the day I hear you speak, and the real you, your true, that I want to know. And youre so much more than a star, like my eyes and my life, and I know youre just that sweet, you know? Because youre a star, a force in the hearts of all, in all. And, you<|endoftext|>",gpt2,0.0,0.0,0.0,"frankie, dear, your birthday gift reveals to me that at heart youre really not so bad…because youre not just anybody, youre a star, a force in the hearts of all. and, oh, yes, your birthday is the day i hear you speak, and the real you, your true, that i want to know. and youre so much more than a star, like my eyes and my life, and i know youre just that sweet, you know? because youre a star, a force in the hearts of all, in all. and, you"
17,17,Jazz,".have you eve rlooked around
And opened up your heart
And found your wish come true
Its the love you waited for
The key to every door
It looks like heaven
Can you see a little more
Further past the door
Your mind starts to change
Its what you seen before
And what I found to do
No more
Stop now before its too late
Never again baby
Will i ever trust your heart
I gave you my word
Right from the start
And maybe itll be baby
You wanted the same for yourself
All you really wanted
Was to have me for yourself
When i look around
No lovin to be found
Just games all around
Can't you see a little more
Further past the door
My mind starts to change
Its what i seen before
What i got to do
Stop now before its too late
Never again
Will i trust your heart",".have you eve rlooked around and opened up your heart and found your wish come true?> your darling you want me to take care of you so I could train you, too, if that's what you want... well, that's a good thing because I do feel a little disheartened that I can be any less caring for you... You'd be so kind and kind and gentle... but you'd be so lonely when I take care of you I could take care of you... you'd be so lonely when I take care of you... You'd be so lonely when<|endoftext|>",gpt2,0.0,0.0,0.0,".have you eve rlooked around and opened up your heart and found your wish come true?> your darling you want me to take care of you so i could train you, too, if thats what you want... well, thats a good thing because i do feel a little disheartened that i can be any less caring for you... youd be so kind and kind and gentle... but youd be so lonely when i take care of you i could take care of you... youd be so lonely when i take care of you... youd be so lonely when"
18,18,Jazz,"Last night when we were young
Love was a star, a song unsung
Life was so new, so real, so right
Ages ago last night
Today the world is old
You flew away and time grew cold
Where is that star that shone so bright
Ages ago last night?
To think that spring had depended
On merely this: a look, a kiss
To think that something so splendid
Could slip away in one little daybreak
So now let's reminisce
And recollect the sighs and the kisses
The arms that clung
When we were young last night","last night when we were young love was a star, a song unsung life was so natural and so, so, so bright. My heart cried out for you, and I know you will be, too. And now that you have become a shining star in the eyes of the world, there are two better nights in the month of May. The free and eternal march of all that is by you will be again, and will come to a very happy end, even though you were never so brave and sweet. And that will be our only opportunity to look back and be glad.<|endoftext|>",gpt2,0.0,0.0,0.0,"last night when we were young love was a star, a song unsung life was so natural and so, so, so bright. my heart cried out for you, and i know you will be, too. and now that you have become a shining star in the eyes of the world, there are two better nights in the month of may. the free and eternal march of all that is by you will be again, and will come to a very happy end, even though you were never so brave and sweet. and that will be our only opportunity to look back and be glad."
19,19,Jazz,"All year long in the mountains
Lives an old man, they say
He wraps up bundles with ribbons
Just to give them away
All year long in the mountains
He looks down to see
Kids that are good, and kids that are bad
And treats them accordingly
If you want toys like other little boys
In your neighborhood
Don't wait 'til the night before Christmas
To be good
And dolls with curls are for the little girls
Who do things they should
So don't wait 'til the night before Christmas
To be good
You can't fool Mister Santa Claus
He knows right from wrong;
And you can't be right for just one night
You gotta be right, right along
You'd love to see another Christmas tree
Where the old one stood
So don't wait 'til the night before Christmas
To be good
Santa Claus has a big book
That helps him to remember
He can tell each kid the things they did
From January to December
Jingle bells never jingle
For the very bad ones
Every Christmas Day, the good are gay
And the bad ones are the sad ones
If you want toys like other little boys
In your neighborhood
Don't wait 'til the night before Christmas
To be good
And dolls with curls are for the little girls
Who do things they should
So don't wait 'til the night before Christmas
To be good
You can't fool Mister Santa Claus
He knows right from wrong;
And you can't be right for just one night
You gotta be right, right along
You'd love to see another Christmas tree
Where the old one stood
So don't wait 'til the night before Christmas
To be good","all year long in the mountains lives an old man, they say he wraps up bundles of horse, and they want to see the winning trophy."" I think it's a shame that the story ends with someone holding a rucksack full of meat on the bar just to walk around. I like the tone and the end of the story, but that's not why I love it. The only reason I love it is because it's all we got together for is one thing.<|endoftext|><|endoftext|>",gpt2,0.0,0.0,0.0,"all year long in the mountains lives an old man, they say he wraps up bundles of horse, and they want to see the winning trophy. i think its a shame that the story ends with someone holding a rucksack full of meat on the bar just to walk around. i like the tone and the end of the story, but thats not why i love it. the only reason i love it is because its all we got together for is one thing."
